,bias_bits,row,v_nodes,c_nodes,ts_size,sim_index,snr
743,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[ 3 25 73],[12 21 40],"[3.0, 3.0]",13,5
744,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[ 3 15 45 54 69 73],[10 11 21 31 32 40],"[6.0, 6.0]",14,5
745,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[ 3 15 45 57 73],[15 19 21 24 32],"[5.0, 5.0]",15,5
746,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[15 45 73 87],[ 4 11 24 31 32 35 37 40],"[4.0, 8.0]",16,5
747,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[25 68 69 73 82],[ 4  7 12 20 23 24 36 37 40],"[5.0, 9.0]",17,5
748,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[ 3 25 54 57 73 87],[ 4 10 12 15 21 31 35 36],"[6.0, 8.0]",18,5
749,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[ 3 15 54 69 73 82],[ 7 10 20 21],"[6.0, 4.0]",19,5
750,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[12 25 54 68 73 82],[ 4 10 11 12 20 23 36 37 40 47],"[6.0, 10.0]",20,5
751,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[ 3 57 69],[15 21 24 31 36 37 40],"[3.0, 7.0]",21,5
752,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[ 3 15 25 68 73 82 87],[ 7 19 20 21 23 24 35],"[7.0, 7.0]",22,5
753,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[73 82],[ 7 12 19 20 37 40],"[2.0, 6.0]",23,5
754,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[ 3 15 25 45 54 57 68 73],[ 4 10 11 15 19 21 23 24 32 36],"[8.0, 10.0]",24,5
755,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[12 25 54 57 68 69 73 82 87],[10 12 15 19 20 23 24 31 35 37 47],"[9.0, 11.0]",25,5
756,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[15],[12 24 40],"[1.0, 3.0]",26,5
757,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[ 3 15 45 57 69 73 82],[ 7 11 15 19 20 21 32 36 40],"[7.0, 9.0]",27,5
758,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[25 68 87],[11 23 35],"[3.0, 3.0]",28,5
759,"[3.0, 12.0, 15.0, 25.0, 45.0, 54.0, 57.0, 68.0, 69.0, 73.0, 82.0, 87.0]",25,[ 3 54 68 82 87],[ 7 10 11 20 21 23 35 36 37],"[5.0, 9.0]",29,5
760,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 26 40],[ 7 28 38],"[3.0, 3.0]",0,5
761,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 12 38],[ 7 12 15 19 34 38 47],"[3.0, 7.0]",1,5
762,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[12 26 38],[12 19 34 37 47],"[3.0, 5.0]",2,5
763,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 26 40],[ 7 28 38],"[3.0, 3.0]",3,5
764,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[12 26 38],[12 19 34 37 47],"[3.0, 5.0]",4,5
765,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[26 73],[ 7 12 17 19],"[2.0, 4.0]",5,5
766,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 12 26 73],[12 15 38 47],"[4.0, 4.0]",6,5
767,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[40],[15 28 37],"[1.0, 3.0]",7,5
768,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 40],[17 28 37 38],"[2.0, 4.0]",8,5
769,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 26 40],[ 7 28 38],"[3.0, 3.0]",9,5
770,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[38],[12 17 34],"[1.0, 3.0]",10,5
771,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 38],[12 15 34 38],"[2.0, 4.0]",11,5
772,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 12 26 38 40 73],[17 28 34 37 38 47],"[6.0, 6.0]",12,5
773,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[38 40],[12 15 17 28 34 37],"[2.0, 6.0]",13,5
774,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 26 40],[ 7 28 38],"[3.0, 3.0]",14,5
775,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[2],[15 17 38],"[1.0, 3.0]",15,5
776,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 26],[ 7 15 37 38],"[2.0, 4.0]",17,5
777,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 73],[12 15 17 19 37 38],"[2.0, 6.0]",18,5
778,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[12 26 38],[12 19 34 37 47],"[3.0, 5.0]",19,5
779,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[12 26 38 73],[34 47],"[4.0, 2.0]",20,5
780,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 40],[17 28 37 38],"[2.0, 4.0]",22,5
781,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[12 38 73],[ 7 17 34 37 47],"[3.0, 5.0]",23,5
782,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[ 2 26 38 40 73],[ 7 17 19 28 34 37 38],"[5.0, 7.0]",24,5
783,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[38],[12 17 34],"[1.0, 3.0]",25,5
784,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[26 38 40 73],[ 7 15 19 28 34 37],"[4.0, 6.0]",26,5
785,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[2],[15 17 38],"[1.0, 3.0]",27,5
786,"[2.0, 12.0, 26.0, 38.0, 40.0, 73.0]",26,[40 73],[12 15 19 28],"[2.0, 4.0]",28,5
787,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 27 42 49 59 70 90],[ 3  4 10 24 36 38 43],"[7.0, 7.0]",0,5
788,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 27 42 49 59 70 90],[ 3  4 10 24 36 38 43],"[7.0, 7.0]",1,5
789,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 27 42 59 70],[ 3  4 10 22 24 31 38],"[5.0, 7.0]",2,5
790,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[49 59],[ 2  3 22 24 43 44],"[2.0, 6.0]",3,5
791,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 27 49 59],[ 2  4 18 22 24 31 43 44],"[4.0, 8.0]",4,5
792,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[42 49 59 90],[ 2 10 24 31 36 43],"[4.0, 6.0]",5,5
793,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[27 42 49 90],[ 3 10 18 31 36 43],"[4.0, 6.0]",6,5
794,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[42 59],[ 2 10 22 24],"[2.0, 4.0]",7,5
795,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[27 42 49 59],[ 2 10 18 24 43 44],"[4.0, 6.0]",8,5
796,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[49 90],[22 31 36 43],"[2.0, 4.0]",9,5
797,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 59],[ 2  4 24 31],"[2.0, 4.0]",10,5
798,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 27 49 70 90],[ 2  3  4 22 36 38 43],"[5.0, 7.0]",11,5
799,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[42 70 90],[ 2  3 10 18 22 31 36 38 44],"[3.0, 9.0]",12,5
800,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 27],[ 3  4 18 31],"[2.0, 4.0]",13,5
801,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 27],[ 3  4 18 31],"[2.0, 4.0]",14,5
802,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[49 70 90],[ 2 18 22 31 36 38 43],"[3.0, 7.0]",15,5
803,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[27 42 49 59 70],[10 24 38 43 44],"[5.0, 5.0]",16,5
804,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 70 90],[ 2  3  4 18 36 38 44],"[3.0, 7.0]",17,5
805,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[27 59 70],[ 3 24 38],"[3.0, 3.0]",18,5
806,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[42 49 70 90],[ 2 10 18 31 36 38 43 44],"[4.0, 8.0]",19,5
807,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 49 59 90],[ 2  4 22 24 36 43],"[4.0, 6.0]",20,5
808,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[49 59 70],[ 3 18 22 24 38 43 44],"[3.0, 7.0]",21,5
809,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 42 49 70 90],[ 2  4 10 18 36 38 43],"[5.0, 7.0]",22,5
810,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 90],[ 3  4 36 44],"[2.0, 4.0]",23,5
811,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[59],[ 2 24 44],"[1.0, 3.0]",24,5
812,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 27 42 49 59],[ 2  4 10 18 24 31 43],"[5.0, 7.0]",25,5
813,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[42 59 70 90],[ 3 10 18 22 24 31 36 38],"[4.0, 8.0]",26,5
814,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[ 1 59 90],[ 2  3  4 24 36],"[3.0, 5.0]",27,5
815,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[27 42 49 70],[ 2 10 38 43],"[4.0, 4.0]",28,5
816,"[1.0, 27.0, 42.0, 49.0, 59.0, 70.0, 90.0]",27,[49 59],[ 2  3 22 24 43 44],"[2.0, 6.0]",29,5
817,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 28 50 63 64 84],[ 5  6 21 28 39 41 42 46],"[6.0, 8.0]",0,5
818,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 28 81 84],[ 8 14 21 26 41 42],"[4.0, 6.0]",2,5
819,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 28 63 84],[ 5  8 21 26 39 41 42 46],"[4.0, 8.0]",3,5
820,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[50],[ 8 28 39],"[1.0, 3.0]",4,5
821,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[50 63 84],[ 8 21 26 28 39 42 46],"[3.0, 7.0]",5,5
822,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[64],[ 6 26 39],"[1.0, 3.0]",6,5
823,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[64 84],[ 5  6 39 42],"[2.0, 4.0]",7,5
824,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[28 63 81 84],[ 5 14 23 26 42 46],"[4.0, 6.0]",8,5
825,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 50 64],[ 6 23 26 28 41],"[3.0, 5.0]",9,5
826,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[63 81],[ 5 14 39 46],"[2.0, 4.0]",10,5
827,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 50 84],[ 5 23 26 28 39 41 42],"[3.0, 7.0]",11,5
828,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 28 50 63 64 84],[ 5  6 21 28 39 41 42 46],"[6.0, 8.0]",12,5
829,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 28 63 64],[ 6  8 21 26 41 46],"[4.0, 6.0]",13,5
830,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[63 81],[ 5 14 39 46],"[2.0, 4.0]",14,5
831,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 28 63 64 81],[ 6  8 14 26 39 41 46],"[5.0, 7.0]",15,5
832,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 28 50],[ 5 28 41],"[3.0, 3.0]",16,5
833,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[28 50],[ 5  8 23 28],"[2.0, 4.0]",17,5
834,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 50],[23 28 39 41],"[2.0, 4.0]",18,5
835,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[28 63 64],[ 6 21 23 26 46],"[3.0, 5.0]",19,5
836,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 50 64 81 84],[ 5  6 14 21 23 28 39 41 42],"[5.0, 9.0]",21,5
837,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 28 81],[ 5  8 14 21 41],"[3.0, 5.0]",22,5
838,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[28 64],[ 5  6 23 26],"[2.0, 4.0]",23,5
839,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[63],[ 5 21 46],"[1.0, 3.0]",24,5
840,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[28 50 63 64 84],[ 5  6  8 21 23 28 39 42 46],"[5.0, 9.0]",25,5
841,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[28 50 84],[ 8 23 26 28 42],"[3.0, 5.0]",26,5
842,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[ 6 28 84],[ 8 26 39 41 42],"[3.0, 5.0]",27,5
843,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[50 64],[ 6  8 26 28],"[2.0, 4.0]",28,5
844,"[6.0, 28.0, 50.0, 63.0, 64.0, 81.0, 84.0]",28,[6],[ 8 23 41],"[1.0, 3.0]",29,5
845,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[29 34 36 64 74 83 84 94],[ 1  5  6 13 17 18 21 23 35 39 41 46],"[8.0, 12.0]",0,5
846,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[29 36 50],[13 28 38 39 41],"[3.0, 5.0]",1,5
847,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 6  8 29 36 37 50 70 74 83 84],[ 2  3  5  6  8 13 17 18 23 28 38 39 42 46],"[10.0, 14.0]",2,5
848,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[29 51 70 84],[ 1  2  5  8 18 26 37 42],"[4.0, 8.0]",3,5
849,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 6 36 50 64 83],[ 6  8 13 17 23 28 46],"[5.0, 7.0]",4,5
850,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 8 29 34 37 70 83 84 94],[ 1  2  3  5  6  8 17 21 23 26 35 46],"[8.0, 12.0]",5,5
851,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 2  6  8 37 50 64 74 83 94],[ 1  3 15 28 38 41 46],"[9.0, 7.0]",6,5
852,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 2  8 34 50 51 74 83 84 94],[ 3  5 15 18 21 23 26 28 37 39 46],"[9.0, 11.0]",7,5
853,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 8 37 50 51 70 74 83 84],[ 1  2  3  5  6  8 17 18 26 28 37 39 42 46],"[8.0, 14.0]",8,5
854,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 2 36 37 64 74 83 94],[ 1 13 15 23 35 38 39 41 46],"[7.0, 9.0]",9,5
855,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[34 37 70 74 84],[ 2  5  6 26 35],"[5.0, 5.0]",10,5
856,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 6  8 34 36 37 70 94],[ 1  2  3  6 13 21 35 38 42],"[7.0, 9.0]",11,5
857,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 2  6  8 34 36 50 51 64 84 94],[ 3  5  6  8 13 15 17 18 26 28 35 37],"[10.0, 12.0]",12,5
858,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 2  6 51 94],[ 8 15 17 26 37 41],"[4.0, 6.0]",13,5
859,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[29 37 51 64 70],[ 1  2  8 18 21 26 37 38 39],"[5.0, 9.0]",14,5
860,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 2  6 29 36 64 74 94],[ 1  6  8 13 15 17 21 26 35 38 39],"[7.0, 11.0]",15,5
861,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[34 37 51],[ 1  6  8 18 21 26 37 38 42],"[3.0, 9.0]",16,5
862,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 2  8 29 34 37 64 70 74 83 94],[ 1  2  3 15 23 26 38 39 42 46],"[10.0, 10.0]",17,5
863,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 2 29 34 37 50 51 74],[ 1  6 15 17 18 28 35 37 38 39 42],"[7.0, 11.0]",18,5
864,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 2 29 36 37 74 84],[ 5  6 13 15 17 26 35 38 41 42],"[6.0, 10.0]",19,5
865,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[34 36 37 64 74],[13 18 35 38 39 41 42],"[5.0, 7.0]",20,5
866,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 8 29 34 50 51 64 74 84 94],[ 3  5  6 18 21 23 26 28 37],"[9.0, 9.0]",21,5
867,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 2 37 50 51 83 84 94],[ 5  6 15 21 23 28 37 38 39 42 46],"[7.0, 11.0]",22,5
868,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[29 34 36 94],[ 1 13 18 23 41 42],"[4.0, 6.0]",23,5
869,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 6 34 36 37 50 70 83],[ 2  6 13 17 21 23 26 28 39 42 46],"[7.0, 11.0]",24,5
870,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[34 50 51 64 70 84 94],[ 2  5  6 23 26 28 37],"[7.0, 7.0]",25,5
871,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 6 29 34 51 64 70 94],[ 2  6  8 26 37 38 39 41 42],"[7.0, 9.0]",26,5
872,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[ 2  8 29 34 36 37 50 70 83 84 94],[ 1  2  3  5  6 13 15 21 23 28 35 38 39 41 46],"[11.0, 15.0]",27,5
873,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[34 36 50 64 83 94],[ 1  6  8 13 17 18 23 28 38 41 42 46],"[6.0, 12.0]",28,5
874,"[2.0, 6.0, 8.0, 29.0, 34.0, 36.0, 37.0, 50.0, 51.0, 64.0, 70.0, 74.0, 83.0, 84.0, 94.0]",29,[29 34 37 51],[ 1  6 18 21 37 42],"[4.0, 6.0]",29,5
875,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[36 73 76 80],[ 0  3 12 13 19 20 24 26 37 41],"[4.0, 10.0]",0,5
876,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[ 5 36 73 80 88],[ 0  1 12 19 24 26 33],"[5.0, 7.0]",1,5
877,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[36 76 80 88],[ 0  3 16 20 24 26 37 41],"[4.0, 8.0]",2,5
878,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[80],[ 0 24 41],"[1.0, 3.0]",3,5
879,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[ 5 30 60 80],[ 0  1 20 24],"[4.0, 4.0]",4,5
880,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[80],[ 0 24 41],"[1.0, 3.0]",5,5
881,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[ 5 30 60],[ 1 20 41],"[3.0, 3.0]",6,5
882,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[30 80],[ 0 12 16 24],"[2.0, 4.0]",7,5
883,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[ 5 15 30],[ 1 24 33 40 41],"[3.0, 5.0]",8,5
884,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[ 5 15 30 73],[ 1 12 19 24 33 37 40 41],"[4.0, 8.0]",9,5
885,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[36 60 73],[13 19 20 26 33 37 41],"[3.0, 7.0]",10,5
886,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[30 60 73 76 80 88],[ 0  3 12 13 19 24 33 41],"[6.0, 8.0]",11,5
887,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[ 5 30 36 76 80],[ 0  1  3 12 13 20 24 26 33],"[5.0, 9.0]",12,5
888,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[15 30 60 76 80 88],[ 0  3 12 13 33 37 40 41],"[6.0, 8.0]",13,5
889,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[60 73 88],[13 16 19 20 33],"[3.0, 5.0]",14,5
890,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[ 5 76 88],[ 1  3 13 20 33 37 41],"[3.0, 7.0]",15,5
891,"[5.0, 15.0, 30.0, 36.0, 60.0, 73.0, 76.0, 80.0, 88.0]",30,[30 80],[ 0 12 16 24],"[2.0, 4.0]",16,5
